WORD_ID,SENTENCE_ID,CHRON_ID,WORD,PART_OF_SPEECH,CONTENT_WORD,WORD_LENGTH,IA_AREA,IA_TOP,IA_BOTTOM,IA_LEFT,IA_RIGHT,IA_CENTER,FREQUENCY,LAST_WORD,VERB,SPILLOVER,POS,POSPenn,WORD_SKIP,RT,TOTALRT,PROGRESSIVE
2-8-6,2-27,14596,scene,Noun,1,5,2940,93,142,409,469,439,6804,817,0,0,NN,NN,0.214285714285714,278.909090909091,310.090909090909,0.642857142857143
2-8-7,2-27,14597,of,Preposition,0,2,1470,93,142,469,499,484,2941790,817,0,0,,IN21,0.642857142857143,181.6,264.8,0.285714285714286
2-8-8,2-27,14598,the,Article,0,3,1960,93,142,499,539,519,6187927,817,0,0,,DT,0.714285714285714,182.25,182.25,0.285714285714286
2-8-9,2-27,14599,night,Noun,1,5,2940,93,142,539,599,569,36529,817,0,0,NN,NN,0.142857142857143,254,275.583333333333,0.857142857142857
2-8-10,2-27,14600,before,Conjunction,0,6,3871,93,142,599,678,638,88275,817,0,0,IN,IN21,0.142857142857143,215,239.083333333333,0.785714285714286
2-8-11,2-27,14601,listening,Verb,1,9,4998,93,142,678,780,729,4524,817,0,0,VBG,VBG84,0,300.285714285714,326.928571428571,0.928571428571429
2-8-12,2-27,14602,very,Adverb,1,4,3626,93,142,780,854,817,123087,817,0,0,RB,RB,0.357142857142857,192.444444444444,223.222222222222,0.571428571428571
2-8-13,2-27,14603,carefully,Adverb,1,9,8712,142,208,66,198,132,7180,649,0,0,RB,RB,0,240.5,256.357142857143,1
2-8-14,2-27,14604,and,Conjunction,0,3,2772,142,208,198,240,219,2682878,649,0,0,CC,CC,0.571428571428571,223.833333333333,228.666666666667,0.357142857142857
2-8-15,2-27,14605,verifying,Verb,1,9,6534,142,208,240,339,290,77,649,0,0,VBG,VBG,0,280.642857142857,352.785714285714,0.928571428571429
2-8-16,2-27,14606,the,Article,0,3,2640,142,208,339,379,359,6187927,649,0,0,,DT,0.785714285714286,235.333333333333,235.333333333333,0.214285714285714
2-8-17,2-27,14607,position,Noun,1,8,6006,142,208,379,470,424,23178,649,0,0,NN,NN,0.0714285714285714,295.846153846154,342.769230769231,0.928571428571429
2-8-18,2-27,14608,of,Preposition,0,2,1914,142,208,470,499,484,2941790,649,0,0,IN,IN21,0.857142857142857,188,188,0.142857142857143
2-8-19,2-27,14609,the,Article,0,3,2640,142,208,499,539,519,6187927,649,0,0,DT,DT,0.714285714285714,155,155,0.142857142857143
2-8-20,2-27,14610,various,Adjective,1,7,5280,142,208,539,619,579,15503,649,0,0,JJ,JJ,0.142857142857143,255.75,294.833333333333,0.785714285714286
2-8-33,2-30,14622,she,Pronoun,0,3,2574,208,274,550,589,570,380284,892,0,0,PRP,PRP,0.5,192.285714285714,236.714285714286,0.142857142857143
2-8-34,2-30,14623,came,Verb,1,4,3300,208,274,589,639,614,47172,892,1,0,VBD,VBD738,0.285714285714286,242.9,335.9,0.5
2-8-35,2-30,14624,across,Preposition,0,6,4620,208,274,639,709,674,25203,892,0,0,RP,RP,0.0714285714285714,207.615384615385,233.307692307692,0.714285714285714
2-8-36,2-30,14625,to,To,0,2,1980,208,274,709,739,724,2560346,892,0,0,TO,TO,0.785714285714286,238.333333333333,238.333333333333,0.142857142857143
2-8-37,2-30,14626,the,Article,0,3,2640,208,274,739,779,759,6187927,892,0,0,DT,DT,0.714285714285714,198.5,198.5,0.0714285714285714
2-8-38,2-30,14627,window,Noun,1,6,4686,208,274,779,850,814,10588,892,0,0,NN,NN,0.142857142857143,214,257.5,0.714285714285714
2-8-39,2-30,14628,where,Adverb,1,5,5478,208,274,850,933,892,108621,892,0,0,WRB,WRB,0.142857142857143,178.75,178.75,0.785714285714286
2-8-40,2-30,14629,you,Pronoun,0,3,4290,274,340,65,130,98,695595,393,0,0,PRP,PRP,0.571428571428571,246,246,0.0714285714285714
2-8-41,2-30,14630,sat,Verb,1,3,2574,274,340,130,169,150,12176,393,0,0,VBD,VBD738,0.357142857142857,236.555555555556,328,0.285714285714286
2-8-42,2-30,14631,with,Preposition,0,4,3300,274,340,169,219,194,652050,393,0,0,IN,IN21,0.357142857142857,180.888888888889,284.111111111111,0.571428571428571
2-8-43,2-30,14632,mademoiselle,Noun,1,12,8580,274,340,219,349,284,225,393,0,0,NNP,NNP,0.0714285714285714,308.307692307692,401.153846153846,0.785714285714286
2-8-47,2-32,14636,are,Verb,1,3,2640,274,340,539,579,559,470949,708,1,0,VBP,VBP40,0.285714285714286,239.4,289.8,0.428571428571429
2-8-48,2-32,14637,the,Article,0,3,2640,274,340,579,619,599,6187927,708,0,0,DT,DT,0.5,169.428571428571,407.714285714286,0.5
2-8-49,2-32,14638,three,Number,0,5,3960,274,340,619,679,649,79812,708,0,0,CD,CD,0.285714285714286,225.7,284.4,0.571428571428571
2-8-52,2-33,14641,the,Article,0,3,2640,274,340,779,819,799,6187927,887,0,0,,DT,0.285714285714286,231.8,254.6,0.428571428571429
2-8-53,2-33,14642,cup,Noun,1,3,2706,274,340,819,860,840,12262,887,0,0,NN,NN,0.142857142857143,210.166666666667,280.833333333333,0.785714285714286
2-8-54,2-33,14643,on,Preposition,0,2,3564,274,340,860,914,887,724197,887,0,0,IN,IN21,0.571428571428571,192.333333333333,254.333333333333,0.428571428571429
2-8-55,2-33,14644,the,Article,0,3,4224,340,406,65,129,97,6187927,723,0,0,DT,DT,0.642857142857143,260.2,260.2,0.0714285714285714
2-8-56,2-33,14645,mantelpiece,Noun,1,11,9174,340,406,129,268,198,303,723,0,0,NN,NN,0.142857142857143,280.25,415.75,0.857142857142857
2-8-57,2-33,14646,half,Determiner,0,4,3432,340,406,268,320,294,29782,723,0,0,RB,RB,0.357142857142857,283.666666666667,283.666666666667,0.428571428571429
2-8-58,2-33,14647,drunk,Adjective,1,5,4422,340,406,320,387,354,2301,723,0,0,JJ,JJ,0.214285714285714,232.545454545455,289.727272727273,0.642857142857143
2-8-59,2-33,14648,that,Determiner,0,4,3432,340,406,387,439,413,1115382,723,0,0,WDT,WDT,0.428571428571429,247.875,302.875,0.357142857142857
2-8-60,2-33,14649,would,Verb,1,5,4026,340,406,439,500,470,255198,723,1,0,MD,MD,0.142857142857143,203.75,242.083333333333,0.571428571428571
2-8-61,2-33,14650,be,Verb,1,2,1914,340,406,500,529,514,664780,723,0,0,VB,VB191,0.571428571428571,206.333333333333,256.5,0.357142857142857
2-8-62,2-33,14651,mr,Noun,1,2,2574,340,406,529,568,548,52399,723,0,0,NNP,NNP,0.642857142857143,226,255,0.142857142857143
2-8-63,2-33,14652,lawrence,Name,0,8,6006,340,406,568,659,614,2157,723,0,0,NNP,NNP,0.142857142857143,262.583333333333,413.916666666667,0.714285714285714
2-8-66,2-34,14654,the,Article,0,3,2640,340,406,829,869,849,6187927,901,,,,,0.357142857142857,244.888888888889,274.888888888889,0.571428571428571
2-8-67,2-34,14655,one,Number,0,3,4224,340,406,869,933,901,291402,901,,,,,0.285714285714286,203.2,203.2,0.642857142857143
2-8-68,2-34,14656,on,Preposition,0,2,2650,406,456,66,119,92,724197,194,,,,,0.642857142857143,219.8,249.2,0.142857142857143
2-8-69,2-34,14657,the,Article,0,3,2000,406,456,119,159,139,6187927,194,,,,,0.571428571428571,222.5,222.5,0.285714285714286
2-8-74,2-36,14661,saw,Verb,1,3,2050,406,456,439,480,460,26737,691,1,0,VBD,VBD60,0.642857142857143,176.2,211.2,0.214285714285714
2-8-75,2-36,14662,him,Pronoun,0,3,2000,406,456,480,520,500,165016,691,0,0,PRP,PRP,0.357142857142857,270.555555555556,348.777777777778,0.428571428571429
2-8-76,2-36,14663,put,Verb,1,3,1950,406,456,520,559,540,59635,691,0,0,VBD,VB5,0.642857142857143,255.2,255.2,0.214285714285714
2-8-77,2-36,14664,it,Pronoun,0,2,1500,406,456,559,589,574,1089559,691,0,0,PRP,PRP,0.642857142857143,192,265.4,0.285714285714286
2-8-78,2-36,14665,down,Adverb,1,4,2500,406,456,589,639,614,96025,691,0,0,IN,IN,0.428571428571429,280.25,342.25,0.5
2-9-16,2-39,14680,does,Verb,1,4,3250,143,208,259,309,284,68741,444,1,0,VBZ,VBZ255,0.285714285714286,184.9,231.4,0.5
2-9-17,2-39,14681,not,Not,0,3,2600,143,208,309,349,329,462777,444,0,0,RB,RB,0.285714285714286,242.8,258.6,0.285714285714286
2-9-18,2-39,14682,take,Verb,1,4,3250,143,208,349,399,374,71735,444,0,0,VB,VB13,0.142857142857143,247.916666666667,256.583333333333,0.571428571428571
2-9-21,2-40,14685,all,Determiner,0,3,2535,143,208,550,589,570,262447,754,0,0,DT,DT,0.214285714285714,213,358.090909090909,0.357142857142857
2-9-22,2-40,14686,are,Verb,1,3,2600,143,208,589,629,609,470949,754,1,0,VBP,VBP40,0.285714285714286,276,291.7,0.428571428571429
2-9-23,2-40,14687,accounted,Verb,1,9,6565,143,208,629,730,680,1413,754,0,0,VBN,VBD738,0,312.642857142857,386.5,0.928571428571429
2-9-26,2-41,14690,moment,Noun,1,6,6565,143,208,819,920,870,22146,870,,,,,0.285714285714286,212.2,219.6,0.714285714285714
2-9-27,2-41,14691,my,Pronoun,0,2,3630,208,274,65,120,92,152626,164,,,,,0.785714285714286,210,210,0
2-9-30,2-42,14694,infinite,Adjective,1,8,5874,208,274,260,349,304,945,867,0,0,JJ,JJ,0.142857142857143,338.083333333333,375.25,0.785714285714286
2-9-31,2-42,14695,care,Noun,1,4,3894,208,274,349,408,378,24905,867,0,0,NN,NN,0.285714285714286,209.5,209.5,0.642857142857143
2-9-32,2-42,14696,he,Pronoun,0,2,2046,208,274,408,439,424,681379,867,0,0,,PRP,0.785714285714286,217.666666666667,217.666666666667,0.0714285714285714
2-9-33,2-42,14697,took,Verb,1,4,3366,208,274,439,490,464,39160,867,1,0,VBD,VBD60,0.571428571428571,181.666666666667,181.666666666667,0.428571428571429
2-9-34,2-42,14698,a,Article,0,1,1320,208,274,490,510,500,2150885,867,0,0,DT,DT,0.642857142857143,208.8,208.8,0.285714285714286
2-9-35,2-42,14699,drop,Verb,1,4,3300,208,274,510,560,535,5265,867,0,0,NN,NN,0.5,230.857142857143,252.571428571429,0.285714285714286
2-9-36,2-42,14700,or,Conjunction,0,2,1914,208,274,560,589,574,370855,867,0,0,CC,CC,0.357142857142857,164.111111111111,164.111111111111,0.5
2-9-37,2-42,14701,two,Number,0,3,2640,208,274,589,629,609,156114,867,0,0,CD,CD,0.571428571428571,239.833333333333,239.833333333333,0.428571428571429
2-9-38,2-42,14702,from,Preposition,0,4,3300,208,274,629,679,654,413535,867,0,0,IN,IN21,0.357142857142857,196.111111111111,206.333333333333,0.5
2-9-39,2-42,14703,the,Article,0,3,2640,208,274,679,719,699,6187927,867,0,0,DT,DT,0.642857142857143,206.4,206.4,0.285714285714286
2-9-40,2-42,14704,grounds,Noun,1,7,5280,208,274,719,799,759,6144,867,0,0,NNS,NNS,0.142857142857143,231.666666666667,352.416666666667,0.785714285714286
2-9-41,2-42,14705,in,Preposition,0,2,2046,208,274,799,830,814,1883295,867,0,0,,IN21,0.571428571428571,205.333333333333,244.666666666667,0.285714285714286
2-9-42,2-42,14706,each,Pronoun,0,4,4884,208,274,830,904,867,50797,867,0,0,,DT,0.214285714285714,190.727272727273,219.909090909091,0.785714285714286
2-9-43,2-42,14707,cup,Noun,1,3,4752,274,340,66,138,102,12262,880,0,0,NN,NN,0.357142857142857,277.222222222222,277.222222222222,0.285714285714286
2-9-44,2-42,14708,sealing,Verb,1,7,5346,274,340,138,219,178,226,880,0,0,VBG,VBG54,0.0714285714285714,309.692307692308,419.461538461538,0.714285714285714
2-9-45,2-42,14709,them,Pronoun,0,4,3366,274,340,219,270,244,173418,880,0,0,PRP,PRP,0.285714285714286,194.9,244,0.5
2-9-46,2-42,14710,up,Adverb,1,2,1980,274,340,270,300,285,185113,880,0,0,RP,RP,0.642857142857143,199,199,0.357142857142857
2-9-47,2-42,14711,in,Preposition,0,2,1980,274,340,300,330,315,1883295,880,0,0,,IN21,0.785714285714286,234,234,0.214285714285714
2-9-48,2-42,14712,separate,Adjective,1,8,5874,274,340,330,419,374,9167,880,0,0,JJ,JJ,0.214285714285714,217.636363636364,272.181818181818,0.714285714285714
2-9-49,2-42,14713,test,Noun,1,4,3300,274,340,419,469,444,13701,880,0,0,NN,NN,0.428571428571429,313.125,334.875,0.428571428571429
2-9-50,2-42,14714,tubes,Noun,1,5,4488,274,340,469,537,503,998,880,0,0,NNS,NNS,0.142857142857143,205.416666666667,220.25,0.785714285714286
2-9-51,2-42,14715,tasting,Verb,1,7,5478,274,340,537,620,578,248,880,0,0,VBG,VBG,0,290.357142857143,455.642857142857,0.857142857142857
2-9-52,2-42,14716,each,Pronoun,0,4,3300,274,340,620,670,645,50797,880,0,0,DT,DT,0.428571428571429,213.625,254.125,0.285714285714286
2-9-53,2-42,14717,in,Preposition,0,2,1914,274,340,670,699,684,1883295,880,0,0,IN,IN21,0.285714285714286,208.4,250.4,0.5
2-9-54,2-42,14718,turn,Verb,1,4,3366,274,340,699,750,724,21026,880,0,0,NN,NN,0.428571428571429,217.875,372.875,0.428571428571429
2-9-55,2-42,14719,as,Conjunction,0,2,1914,274,340,750,779,764,517788,880,0,0,IN,IN21,0.642857142857143,199,199,0.357142857142857
2-9-56,2-42,14720,he,Pronoun,0,2,1980,274,340,779,809,794,681379,880,0,0,PRP,PRP,0.5,166.142857142857,166.142857142857,0.285714285714286
2-9-57,2-42,14721,did,Verb,1,3,2706,274,340,809,850,830,143429,880,0,0,VBD,VBD232,0.142857142857143,179.083333333333,229.333333333333,0.857142857142857
2-9-60,2-43,14724,physiognomy,Noun,0,11,7986,340,406,129,250,190,23,488,0,0,NN,NN,0,329.714285714286,942.928571428572,0.928571428571429
2-9-61,2-43,14725,underwent,Verb,1,9,6534,340,406,250,349,300,555,488,1,0,VBD,VBD60,0.0714285714285714,334.769230769231,529.615384615385,0.857142857142857
2-9-62,2-43,14726,a,Article,0,1,1386,340,406,349,370,360,2150885,488,0,0,DT,DT,0.785714285714286,182,182,0.142857142857143
2-9-63,2-43,14727,curious,Adjective,1,7,5214,340,406,370,449,410,2205,488,0,0,JJ,JJ,0,230.857142857143,297.785714285714,0.857142857142857
2-9-66,2-44,14730,expression,Noun,1,10,7260,340,406,560,670,615,7462,891,0,0,NN,NN,0,313.142857142857,430.142857142857,0.928571428571429
2-9-67,2-44,14731,gathered,Verb,1,8,5874,340,406,670,759,714,2770,891,1,0,VBD,VBN190,0,254.642857142857,364.642857142857,0.928571428571429
2-9-68,2-44,14732,there,Ex,0,5,3960,340,406,759,819,789,327968,891,0,0,RB,RB,0.285714285714286,182.3,182.3,0.5
2-9-69,2-44,14733,that,Determiner,0,4,3300,340,406,819,869,844,1115382,891,0,0,IN,IN,0.214285714285714,198.363636363636,215.636363636364,0.714285714285714
2-9-70,2-44,14734,i,Pronoun,0,1,2904,340,406,869,913,891,905323,891,0,0,PRP,PRP,0.571428571428571,230.333333333333,243.5,0.357142857142857
2-9-71,2-44,14735,can,Verb,1,3,3200,406,456,66,130,98,236321,590,0,0,MD,MD,0.642857142857143,248.2,248.2,0.214285714285714
2-9-72,2-44,14736,only,Adverb,1,4,2500,406,456,130,180,155,152906,590,0,0,RB,RB,0.5,146.571428571429,201.428571428571,0.0714285714285714
2-9-73,2-44,14737,describe,Verb,1,8,4450,406,456,180,269,224,4309,590,0,0,VB,VB13,0.214285714285714,165.636363636364,355.909090909091,0.642857142857143
2-9-74,2-44,14738,as,Conjunction,0,2,1500,406,456,269,299,284,517788,590,0,0,RB,RB,0.928571428571429,151,151,0
2-9-75,2-44,14739,half,Determiner,0,4,2550,406,456,299,350,324,29782,590,0,0,,NN,0.357142857142857,225.111111111111,255.555555555556,0.5
2-9-76,2-44,14740,puzzled,Adjective,1,7,4400,406,456,350,438,394,1232,590,0,0,JJ,JJ,0.285714285714286,219.8,244.8,0.571428571428571
2-9-77,2-44,14741,and,Conjunction,0,3,2100,406,456,438,480,459,2682878,590,0,0,CC,CC,0.642857142857143,147.6,184.4,0.214285714285714
2-9-78,2-44,14742,half,Determiner,0,4,2500,406,456,480,530,505,29782,590,0,0,RB,RB,0.571428571428571,220.666666666667,220.666666666667,0.285714285714286
2-10-2,2-45,14745,he,Pronoun,0,2,1470,93,142,169,199,184,681379,309,0,0,PRP,PRP,0.642857142857143,154.4,154.4,0.285714285714286
2-10-3,2-45,14746,said,Verb,1,4,2499,93,142,199,250,224,209534,309,1,0,VBD,VBD299,0.214285714285714,187.909090909091,187.909090909091,0.714285714285714
2-10-4,2-45,14747,at,Preposition,0,2,1421,93,142,250,279,264,478178,309,0,0,IN,IN21,0.785714285714286,148,148,0.142857142857143
2-10-7,2-46,14750,is,Verb,1,2,1470,93,142,379,409,394,998867,454,1,0,VBZ,VBZ95,0.285714285714286,197.8,250.6,0.214285714285714
2-10-18,2-48,14760,altogether,Adverb,1,10,7392,142,208,238,350,294,3218,458,0,0,RB,RB,0,236.071428571429,312.571428571429,0.928571428571429
2-10-19,2-48,14761,i,Pronoun,0,1,1254,142,208,350,369,360,905323,458,0,0,PRP,PRP,0.928571428571429,148,148,0.0714285714285714
2-10-20,2-48,14762,was,Verb,1,3,2640,142,208,369,409,389,923975,458,1,0,VBD,VBD130,0.214285714285714,248.545454545455,248.545454545455,0.357142857142857
2-10-23,2-49,14765,it,Pronoun,0,2,1980,142,208,549,579,564,1089559,654,0,0,PRP,PRP,0.285714285714286,323.1,363.9,0.357142857142857
2-10-24,2-49,14766,is,Verb,1,2,1980,142,208,579,609,594,998867,654,1,0,VBZ,VBZ95,0.142857142857143,206.833333333333,256.666666666667,0.5
2-10-27,2-50,14769,no,Interjection,0,2,1980,142,208,739,769,754,209943,814,,,,,0.642857142857143,319,384.4,0.214285714285714
2-10-30,2-51,14772,with,Preposition,0,4,4950,208,274,65,140,102,652050,882,0,0,IN,IN21,0.428571428571429,283.125,377,0.142857142857143
2-10-31,2-51,14773,a,Article,0,1,1320,208,274,140,160,150,2150885,882,0,0,DT,DT,0.785714285714286,221.666666666667,221.666666666667,0.142857142857143
2-10-32,2-51,14774,characteristic,Adjective,1,14,9900,208,274,160,310,235,3050,882,0,0,NN,NN,0.0714285714285714,234.230769230769,423.230769230769,0.857142857142857
2-10-33,2-51,14775,shrug,Verb,1,5,4488,208,274,310,378,344,505,882,1,0,VBG,VB254,0.285714285714286,211.8,211.8,0.5
